34.374120 , 108.894868 , 253.370000 , 0.011000 , 0.002000 , -0.012000 , 0.016401 , 0.060058 , 0.063459 , -0.046308 , -0.030739 , -0.018728 , -1.003772
34.374120 , 108.894868 , 253.370000 , 0.011000 , 0.002000 , -0.011000 , 0.015684 , 0.059913 , 0.063127 , -0.046224 , -0.030716 , -0.018690 , -1.003781
34.374120 , 108.894868 , 253.370000 , 0.011000 , 0.002000 , -0.011000 , 0.015684 , 0.059767 , 0.062793 , -0.046139 , -0.030692 , -0.018652 , -1.003790
34.374120 , 108.894868 , 253.370000 , 0.012000 , 0.002000 , -0.008000 , 0.014560 , 0.059620 , 0.062457 , -0.046053 , -0.030669 , -0.018614 , -1.003800
34.374120 , 108.894868 , 253.370000 , 0.013000 , 0.000000 , -0.007000 , 0.014765 , 0.059473 , 0.062119 , -0.045966 , -0.030645 , -0.018575 , -1.003809
34.374120 , 108.894868 , 253.370000 , 0.013000 , 0.000000 , -0.007000 , 0.014765 , 0.059325 , 0.061780 , -0.045877 , -0.030622 , -0.018537 , -1.003818
34.374120 , 108.894868 , 253.370000 , 0.012000 , -0.000000 , -0.008000 , 0.014422 , 0.059176 , 0.061439 , -0.045788 , -0.030598 , -0.018499 , -1.003827
34.374120 , 108.894868 , 253.370000 , 0.010000 , -0.000000 , -0.009000 , 0.013454 , 0.059027 , 0.061097 , -0.045697 , -0.030575 , -0.018461 , -1.003836
34.374120 , 108.894868 , 253.370000 , 0.010000 , -0.000000 , -0.009000 , 0.013454 , 0.047016 , -0.085028 , -0.033036 , -0.039514 , -0.011416 , -1.001718
34.374120 , 108.894868 , 253.370000 , 0.011000 , 0.000000 , -0.010000 , 0.014866 , 0.046866 , -0.085373 , -0.032943 , -0.039490 , -0.011378 , -1.001728
34.374120 , 108.894868 , 253.370000 , 0.013000 , 0.001000 , -0.010000 , 0.016432 , 0.046715 , -0.085720 , -0.032849 , -0.039466 , -0.011340 , -1.001737
34.374120 , 108.894868 , 253.370000 , 0.013000 , 0.001000 , -0.010000 , 0.016432 , 0.046563 , -0.086068 , -0.032754 , -0.039443 , -0.011302 , -1.001746
34.374120 , 108.894868 , 253.370000 , 0.012000 , 0.000000 , -0.010000 , 0.015621 , 0.046411 , -0.086417 , -0.032658 , -0.039419 , -0.011264 , -1.001756
34.374120 , 108.894868 , 253.370000 , 0.012000 , 0.000000 , -0.008000 , 0.014422 , 0.046259 , -0.086767 , -0.032560 , -0.039395 , -0.011226 , -1.001765
34.374120 , 108.894868 , 253.370000 , 0.012000 , 0.000000 , -0.008000 , 0.014422 , 0.046106 , -0.087118 , -0.032462 , -0.039372 , -0.011188 , -1.001775
34.374120 , 108.894868 , 253.370000 , 0.014000 , 0.001000 , -0.008000 , 0.016155 , 0.045952 , -0.087470 , -0.032362 , -0.039348 , -0.011150 , -1.001785
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.000000 , -0.008000 , 0.017000 , -0.044098 , 0.085045 , -0.020694 , -0.025559 , -0.013663 , -0.990324
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.000000 , -0.008000 , 0.017000 , -0.044252 , 0.084690 , -0.020592 , -0.025536 , -0.013625 , -0.990334
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.002000 , -0.010000 , 0.018138 , -0.044408 , 0.084335 , -0.020489 , -0.025512 , -0.013587 , -0.990343
34.374120 , 108.894868 , 253.370000 , 0.014000 , -0.002000 , -0.009000 , 0.016763 , -0.044564 , 0.083979 , -0.020385 , -0.025488 , -0.013549 , -0.990353
34.374120 , 108.894868 , 253.370000 , 0.014000 , -0.002000 , -0.009000 , 0.016763 , -0.044720 , 0.083623 , -0.020280 , -0.025464 , -0.013512 , -0.990363
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.001000 , -0.009000 , 0.017521 , -0.044877 , 0.083266 , -0.020174 , -0.025440 , -0.013475 , -0.990372
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.001000 , -0.008000 , 0.017029 , -0.045035 , 0.082908 , -0.020067 , -0.025416 , -0.013437 , -0.990382
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.001000 , -0.008000 , 0.017029 , -0.045193 , 0.082549 , -0.019959 , -0.025393 , -0.013400 , -0.990392
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.003000 , -0.009000 , 0.017748 , 0.053885 , -0.067878 , -0.047763 , -0.023004 , -0.010678 , -1.001564
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.003000 , -0.008000 , 0.017263 , 0.053726 , -0.068238 , -0.047653 , -0.022980 , -0.010641 , -1.001573
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.003000 , -0.008000 , 0.017263 , 0.053567 , -0.068597 , -0.047542 , -0.022956 , -0.010604 , -1.001583
34.374120 , 108.894868 , 253.370000 , 0.016000 , -0.001000 , -0.009000 , 0.018385 , 0.053407 , -0.068957 , -0.047430 , -0.022933 , -0.010567 , -1.001593
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.001000 , -0.008000 , 0.017029 , 0.053246 , -0.069317 , -0.047317 , -0.022909 , -0.010531 , -1.001603
34.374120 , 108.894868 , 253.370000 , 0.015000 , -0.001000 , -0.008000 , 0.017029 , 0.053085 , -0.069678 , -0.047203 , -0.022885 , -0.010495 , -1.001613
34.374120 , 108.894868 , 253.370000 , 0.005000 , 0.002000 , 0.001000 , 0.005477 , 0.052924 , -0.070038 , -0.047089 , -0.022861 , -0.010458 , -1.001623
34.374120 , 108.894868 , 253.370000 , 0.005000 , 0.003000 , 0.000000 , 0.005831 , 0.052762 , -0.070399 , -0.046973 , -0.022837 , -0.010422 , -1.001633
34.374120 , 108.894868 , 253.370000 , 0.005000 , 0.003000 , 0.000000 , 0.005831 , 0.073150 , -0.013210 , -0.030999 , -0.026523 , -0.010048 , -1.001424
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.003000 , -0.000000 , 0.006708 , 0.072987 , -0.013571 , -0.030882 , -0.026499 , -0.010013 , -1.001434
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.003000 , -0.000000 , 0.006708 , 0.072823 , -0.013931 , -0.030763 , -0.026475 , -0.009977 , -1.001444
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.003000 , -0.000000 , 0.006708 , 0.072660 , -0.014291 , -0.030644 , -0.026451 , -0.009942 , -1.001454
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.001000 , -0.000000 , 0.006083 , 0.072495 , -0.014651 , -0.030524 , -0.026427 , -0.009907 , -1.001464
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.001000 , 0.001000 , 0.006164 , 0.072331 , -0.015011 , -0.030403 , -0.026404 , -0.009873 , -1.001474
34.374120 , 108.894868 , 253.370000 , 0.006000 , 0.001000 , 0.001000 , 0.006164 , 0.072165 , -0.015370 , -0.030281 , -0.026380 , -0.009838 , -1.001484
34.374120 , 108.894868 , 253.370000 , 0.007000 , 0.002000 , 0.000000 , 0.007280 , 0.072000 , -0.015729 , -0.030158 , -0.026356 , -0.009804 , -1.001494
34.374120 , 108.894868 , 253.370000 , 0.008000 , 0.002000 , 0.000000 , 0.008246 , 0.049465 , 0.050442 , 0.037960 , -0.015649 , -0.010286 , -0.997462
34.374120 , 108.894868 , 253.370000 , 0.008000 , 0.002000 , 0.000000 , 0.008246 , 0.049298 , 0.050085 , 0.038084 , -0.015625 , -0.010252 , -0.997472
34.374120 , 108.894868 , 253.380000 , 0.008000 , 0.002000 , -0.000000 , 0.008246 , 0.049131 , 0.049727 , 0.038209 , -0.015602 , -0.010219 , -0.997482
34.374120 , 108.894868 , 253.380000 , 0.009000 , 0.002000 , -0.001000 , 0.009274 , 0.048964 , 0.049371 , 0.038335 , -0.015578 , -0.010186 , -0.997492
34.374120 , 108.894868 , 253.380000 , 0.009000 , 0.002000 , -0.001000 , 0.009274 , 0.048796 , 0.049015 , 0.038462 , -0.015554 , -0.010153 , -0.997502
34.374120 , 108.894868 , 253.380000 , 0.010000 , 0.001000 , -0.002000 , 0.010247 , 0.048628 , 0.048660 , 0.038589 , -0.015530 , -0.010120 , -0.997512
34.374120 , 108.894868 , 253.380000 , 0.010000 , 0.000000 , -0.001000 , 0.010050 , 0.048460 , 0.048306 , 0.038717 , -0.015506 , -0.010088 , -0.997522
34.374120 , 108.894868 , 253.380000 , 0.010000 , 0.000000 , -0.001000 , 0.010050 , 0.048291 , 0.047953 , 0.038846 , -0.015482 , -0.010056 , -0.997532
34.374120 , 108.894868 , 253.380000 , 0.008000 , 0.001000 , -0.000000 , 0.008062 , 0.027282 , 0.081040 , -0.004246 , -0.029873 , -0.015073 , -0.995854
34.374120 , 108.894868 , 253.380000 , 0.009000 , 0.002000 , -0.000000 , 0.009220 , 0.027113 , 0.080689 , -0.004116 , -0.029849 , -0.015041 , -0.995864
34.374120 , 108.894868 , 253.380000 , 0.009000 , 0.002000 , -0.000000 , 0.009220 , 0.026943 , 0.080339 , -0.003985 , -0.029826 , -0.015010 , -0.995874
