34.3741201,108.8948684,253.37,0.011,0.002,-0.012,0.0164012,-0.09,0.45,0.06,-0.0317,-0.0189,-0.9713
34.3741201,108.8948684,253.37,0.011,0.002,-0.011,0.0156844,-0.18,-0.27,-0.02,-0.0322,0.0016,-1.0262
34.3741201,108.8948684,253.37,0.011,0.002,-0.011,0.0156844,-0.18,-0.27,-0.02,-0.0322,0.0016,-1.0262
34.3741201,108.8948684,253.37,0.012,0.002,-0.008,0.0145602,-0.18,-0.13,-0.23,-0.0162,-0.0337,-1.0439
34.3741201,108.8948684,253.37,0.013,0,-0.007,0.0147648,0.28,0.21,-0.09,-0.0516,-0.0350,-0.9869
34.3741201,108.8948684,253.37,0.013,0,-0.007,0.0147648,0.28,0.21,-0.09,-0.0516,-0.0350,-0.9869
34.3741201,108.8948684,253.37,0.012,-0,-0.008,0.0144222,-0.55,0.17,0.10,0.0104,-0.0108,-0.9812
34.3741201,108.8948684,253.37,0.01,-0,-0.009,0.0134536,-0.16,-0.16,-0.09,-0.0333,0.0037,-0.9852
34.3741201,108.8948684,253.37,0.01,-0,-0.009,0.0134536,-0.16,-0.16,-0.09,-0.0333,0.0037,-0.9852
34.3741201,108.8948684,253.37,0.011,0,-0.01,0.0148661,-0.02,0.16,-0.07,-0.0356,-0.0023,-0.9955
34.3741201,108.8948684,253.37,0.013,0.001,-0.01,0.0164317,0.69,0.24,-0.01,-0.0310,-0.0247,-1.0044
34.3741201,108.8948684,253.37,0.013,0.001,-0.01,0.0164317,0.69,0.24,-0.01,-0.0310,-0.0247,-1.0044
34.3741201,108.8948684,253.37,0.012,0,-0.01,0.0156205,-0.53,0.17,0.13,-0.0259,-0.0193,-1.0049
34.3741201,108.8948684,253.37,0.012,0,-0.008,0.0144222,0.09,-0.57,-0.04,-0.0225,0.0038,-1.0081
34.3741201,108.8948684,253.37,0.012,0,-0.008,0.0144222,0.09,-0.57,-0.04,-0.0225,0.0038,-1.0081
34.3741201,108.8948684,253.37,0.014,0.001,-0.008,0.0161555,-0.00,0.02,-0.08,-0.0300,-0.0216,-1.0130
34.3741201,108.8948684,253.37,0.015,-0,-0.008,0.017,0.40,0.35,0.01,-0.0513,-0.0319,-0.9726
34.3741201,108.8948684,253.37,0.015,-0,-0.008,0.017,0.40,0.35,0.01,-0.0513,-0.0319,-0.9726
34.3741201,108.8948684,253.37,0.015,-0.002,-0.01,0.0181384,-0.40,0.32,0.00,-0.0008,-0.0242,-0.9951
34.3741201,108.8948684,253.37,0.014,-0.002,-0.009,0.0167631,-0.66,-0.09,-0.04,-0.0257,0.0030,-1.0073
34.3741201,108.8948684,253.37,0.014,-0.002,-0.009,0.0167631,-0.66,-0.09,-0.04,-0.0257,0.0030,-1.0073
34.3741201,108.8948684,253.37,0.015,-0.001,-0.009,0.0175214,0.28,0.24,-0.08,-0.0352,-0.0040,-1.0029
34.3741201,108.8948684,253.37,0.015,-0.001,-0.008,0.0170294,0.07,0.31,0.01,-0.0236,-0.0250,-0.9961
34.3741201,108.8948684,253.37,0.015,-0.001,-0.008,0.0170294,0.07,0.31,0.01,-0.0236,-0.0250,-0.9961
34.3741201,108.8948684,253.37,0.015,-0.003,-0.009,0.0177482,-0.33,-0.03,-0.08,-0.0095,-0.0208,-1.0080
34.3741201,108.8948684,253.37,0.015,-0.003,-0.008,0.0172627,-0.51,-0.39,0.01,-0.0225,0.0030,-1.0042
34.3741201,108.8948684,253.37,0.015,-0.003,-0.008,0.0172627,-0.51,-0.39,0.01,-0.0225,0.0030,-1.0042
34.3741201,108.8948684,253.37,0.016,-0.001,-0.009,0.0183848,0.23,0.36,-0.22,-0.0529,-0.0001,-0.9910
34.3741201,108.8948684,253.37,0.015,-0.001,-0.008,0.0170294,0.48,-0.03,0.03,-0.0072,-0.0125,-1.0045
34.3741201,108.8948684,253.37,0.015,-0.001,-0.008,0.0170294,0.48,-0.03,0.03,-0.0072,-0.0125,-1.0045
34.3741202,108.8948684,253.37,0.005,0.002,0.001,0.00547723,-0.36,-0.21,0.02,-0.0054,-0.0198,-1.0058
34.3741202,108.8948684,253.37,0.005,0.003,0,0.00583095,-0.13,-0.18,-0.05,-0.0238,0.0033,-0.9907
34.3741202,108.8948684,253.37,0.005,0.003,0,0.00583095,-0.13,-0.18,-0.05,-0.0238,0.0033,-0.9907
34.3741202,108.8948684,253.37,0.006,0.003,-0,0.0067082,0.32,0.43,-0.12,-0.0374,-0.0067,-0.9877
